(Doc, Assessor, Peer) >> (Responsiveness, i-measure-Guess, True/False)
D178, D, 16>> (2, 1.9259259259259258, True)
D178, D, E>> (3, 3.7037037037037037, False)
D178, D, 122>> (2, 2.814814814814815, False)
D178, D, B>> (4, 3.5555555555555554, True)
D178, D, 116>> (1, 2.074074074074074, False)
D178, D, 5>> (3, 0.2962962962962963, False)
D178, D, 125>> (2, 0.5925925925925926, False)
D178, D, 109>> (2, 1.4814814814814814, False)
D178, D, 49>> (1, 0.8888888888888888, True)
D178, D, 43>> (0, 1.7777777777777777, False)
D178, D, 147>> (2, 1.037037037037037, False)
D178, D, 71>> (3, 2.5185185185185186, True)
D178, D, 62>> (3, 1.3333333333333333, False)
D178, D, G>> (3, 3.4074074074074074, True)
D178, D, 30>> (3, 2.3703703703703702, False)
D178, D, 86>> (2, 3.111111111111111, False)
D179, H, H>> (4, 3.8518518518518516, True)
D179, H, 122>> (2, 1.3333333333333333, False)
D179, H, B>> (4, 3.7037037037037037, True)
D179, H, 5>> (3, 1.7777777777777777, False)
D179, H, D>> (4, 2.2222222222222223, False)
D179, H, 71>> (1, 3.259259259259259, False)
D179, H, 116>> (0, 1.6296296296296295, False)
D179, H, 96>> (2, 2.3703703703703702, True)
D179, H, 43>> (2, 1.037037037037037, False)
D179, H, 62>> (0, 0.2962962962962963, True)
D179, H, 49>> (0, 1.4814814814814814, False)
D179, H, 125>> (0, 2.814814814814815, False)
D179, H, 30>> (0, 0.4444444444444444, True)
D179, H, 86>> (0, 0.8888888888888888, False)
D179, H, 109>> (0, 2.074074074074074, False)
D179, H, 16>> (2, 0.14814814814814814, False)
D179, H, E>> (3, 3.5555555555555554, False)
D179, H, 147>> (1, 3.111111111111111, False)
D179, H, 24>> (0, 2.6666666666666665, False)
D185, B, 24>> (2, 2.074074074074074, True)
D185, B, B>> (4, 3.8518518518518516, True)
D185, B, 43>> (0, 1.4814814814814814, False)
D185, B, H>> (4, 2.2222222222222223, False)
D185, B, F>> (4, 1.7777777777777777, False)
D185, B, 96>> (3, 2.3703703703703702, False)
D185, B, 16>> (2, 3.5555555555555554, False)
D185, B, 116>> (0, 0.2962962962962963, True)
D185, B, 5>> (2, 3.4074074074074074, False)
D185, B, 109>> (1, 0.8888888888888888, True)
D185, B, 125>> (1, 2.814814814814815, False)
D185, B, 71>> (3, 3.259259259259259, True)
D185, B, 30>> (1, 0.5925925925925926, True)
D185, B, 62>> (1, 1.037037037037037, True)
D185, B, D>> (4, 1.3333333333333333, False)
D185, B, 49>> (0, 2.5185185185185186, False)
D185, B, 147>> (3, 2.6666666666666665, True)
D185, B, 86>> (1, 1.6296296296296295, False)
D185, B, 122>> (0, 3.7037037037037037, False)
D187, E, E>> (3, 3.8518518518518516, False)
D187, E, 96>> (2, 2.2222222222222223, True)
D187, E, 16>> (1, 0.8888888888888888, True)
D187, E, 62>> (2, 0.2962962962962963, False)
D187, E, 71>> (2, 2.5185185185185186, False)
D187, E, G>> (3, 3.111111111111111, True)
D187, E, 147>> (2, 1.9259259259259258, True)
D187, E, 49>> (3, 3.5555555555555554, False)
D187, E, 125>> (1, 1.3333333333333333, True)
D187, E, 43>> (2, 1.037037037037037, False)
D187, E, 30>> (2, 3.259259259259259, False)
D187, E, 122>> (2, 2.3703703703703702, True)
D187, E, 24>> (2, 1.6296296296296295, True)
D187, E, 86>> (3, 0.7407407407407407, False)
D187, E, 5>> (2, 0.14814814814814814, False)
D187, E, B>> (4, 3.4074074074074074, False)
D187, E, F>> (3, 2.814814814814815, True)
D187, E, 109>> (3, 2.074074074074074, False)
D188, F, 147>> (3, 2.6666666666666665, True)
D188, F, 30>> (2, 1.6296296296296295, True)
D188, F, 125>> (2, 1.1851851851851851, False)
D188, F, 86>> (2, 0.2962962962962963, False)
D188, F, 5>> (2, 0.8888888888888888, False)
D188, F, 43>> (2, 2.814814814814815, False)
D188, F, 49>> (2, 1.3333333333333333, False)
D188, F, 62>> (3, 3.111111111111111, True)
D188, F, 96>> (2, 1.9259259259259258, True)
D188, F, 116>> (1, 0.7407407407407407, True)
D188, F, 109>> (3, 2.962962962962963, True)
D188, F, 24>> (1, 2.2222222222222223, False)
D188, F, 122>> (2, 2.5185185185185186, False)
D188, F, B>> (4, 3.7037037037037037, True)
D188, F, F>> (4, 3.8518518518518516, True)
D188, F, H>> (3, 3.5555555555555554, False)
D188, F, E>> (3, 2.074074074074074, False)
D188, F, 16>> (1, 0.5925925925925926, True)
D189, G, G>> (4, 3.8518518518518516, True)
D189, G, 30>> (2, 0.7407407407407407, False)
D189, G, H>> (3, 2.814814814814815, True)
D189, G, 5>> (1, 0.5925925925925926, True)
D189, G, 62>> (0, 0.4444444444444444, True)
D189, G, 116>> (2, 2.6666666666666665, False)
D189, G, 49>> (2, 2.3703703703703702, True)
D189, G, 86>> (2, 1.1851851851851851, False)
D189, G, 122>> (1, 3.7037037037037037, False)
D189, G, 109>> (2, 3.111111111111111, False)
D189, G, B>> (3, 3.5555555555555554, False)
D189, G, 43>> (2, 1.3333333333333333, False)
D189, G, 147>> (1, 2.2222222222222223, False)
D189, G, 16>> (2, 3.4074074074074074, False)
D189, G, 96>> (1, 1.4814814814814814, True)
D189, G, 125>> (2, 2.5185185185185186, False)
D189, G, E>> (3, 3.259259259259259, True)
D189, G, 24>> (1, 1.7777777777777777, False)
D189, G, 71>> (1, 1.6296296296296295, False)
D190, H, 16>> (2, 1.6296296296296295, True)
D190, H, 43>> (0, 2.962962962962963, False)
D190, H, 147>> (1, 3.5555555555555554, False)
D190, H, 71>> (0, 2.5185185185185186, False)
D190, H, 86>> (0, 0.4444444444444444, True)
D190, H, 116>> (1, 1.3333333333333333, True)
D190, H, 5>> (3, 0.7407407407407407, False)
D190, H, B>> (4, 3.4074074074074074, False)
D190, H, F>> (4, 3.7037037037037037, True)
D190, H, 109>> (1, 2.814814814814815, False)
D190, H, G>> (3, 3.259259259259259, True)
D190, H, 30>> (3, 2.6666666666666665, True)
D190, H, 24>> (0, 1.7777777777777777, False)
D190, H, 49>> (2, 3.111111111111111, False)
D190, H, 125>> (0, 1.1851851851851851, False)
D190, H, 122>> (2, 0.8888888888888888, False)
D190, H, H>> (4, 3.8518518518518516, True)
D190, H, 96>> (2, 2.074074074074074, True)
D191, D, 116>> (2, 1.9259259259259258, True)
D191, D, 62>> (1, 1.037037037037037, True)
D191, D, 109>> (1, 2.3703703703703702, False)
D191, D, E>> (3, 3.5555555555555554, False)
D191, D, 24>> (1, 0.4444444444444444, False)
D191, D, 125>> (3, 2.5185185185185186, True)
D191, D, 122>> (3, 2.2222222222222223, False)
D191, D, 5>> (1, 1.7777777777777777, False)
D191, D, 86>> (1, 2.814814814814815, False)
D191, D, 16>> (1, 0.7407407407407407, True)
D191, D, D>> (4, 3.8518518518518516, True)
D191, D, 43>> (1, 1.6296296296296295, False)
D191, D, 49>> (1, 3.259259259259259, False)
D191, D, 71>> (1, 3.111111111111111, False)
D191, D, 30>> (1, 0.14814814814814814, False)
D191, D, G>> (3, 3.7037037037037037, False)
D191, D, 147>> (0, 0.8888888888888888, False)
D191, D, C>> (2, 1.1851851851851851, False)
D191, D, 96>> (2, 0.5925925925925926, False)
D192, D, 96>> (2, 0.8888888888888888, False)
D192, D, 24>> (2, 0.4444444444444444, False)
D192, D, C>> (3, 2.074074074074074, False)
D192, D, 43>> (3, 2.814814814814815, True)
D192, D, H>> (3, 2.2222222222222223, False)
D192, D, 122>> (2, 0.5925925925925926, False)
D192, D, 16>> (3, 2.962962962962963, True)
D192, D, 109>> (2, 0.7407407407407407, False)
D192, D, 5>> (0, 0.14814814814814814, True)
D192, D, 116>> (3, 2.3703703703703702, False)
D192, D, 125>> (3, 2.5185185185185186, True)
D192, D, 49>> (2, 3.111111111111111, False)
D192, D, D>> (3, 3.8518518518518516, False)
D192, D, E>> (4, 3.5555555555555554, True)
D192, D, 147>> (3, 1.9259259259259258, False)
D192, D, 71>> (1, 1.1851851851851851, True)
D192, D, 30>> (2, 0.2962962962962963, False)
D192, D, 62>> (3, 1.4814814814814814, False)
D192, D, 86>> (1, 1.6296296296296295, False)
D193, F, 43>> (1, 0.14814814814814814, False)
D193, F, 62>> (2, 1.7777777777777777, True)
D193, F, 86>> (0, 0.2962962962962963, True)
D193, F, 147>> (1, 2.3703703703703702, False)
D193, F, 125>> (3, 2.962962962962963, True)
D193, F, 24>> (0, 1.4814814814814814, False)
D193, F, 96>> (1, 0.8888888888888888, True)
D193, F, 5>> (2, 0.4444444444444444, False)
D193, F, C>> (2, 1.037037037037037, False)
D193, F, 109>> (2, 3.4074074074074074, False)
D193, F, 30>> (1, 2.5185185185185186, False)
D193, F, 122>> (1, 2.2222222222222223, False)
D193, F, 49>> (1, 0.5925925925925926, True)
D193, F, 71>> (2, 2.6666666666666665, False)
D193, F, G>> (4, 3.7037037037037037, True)
D193, F, F>> (4, 3.8518518518518516, True)
D193, F, B>> (4, 3.5555555555555554, True)
D193, F, 16>> (1, 3.259259259259259, False)
D194, G, C>> (3, 2.2222222222222223, False)
D194, G, 147>> (1, 2.074074074074074, False)
D194, G, 62>> (2, 2.814814814814815, False)
D194, G, 43>> (2, 3.5555555555555554, False)
D194, G, 96>> (1, 1.4814814814814814, True)
D194, G, 16>> (1, 0.5925925925925926, True)
D194, G, G>> (3, 3.8518518518518516, False)
D194, G, 122>> (1, 2.962962962962963, False)
D194, G, H>> (3, 3.7037037037037037, False)
D194, G, D>> (4, 3.4074074074074074, False)
D194, G, 71>> (2, 2.5185185185185186, False)
D194, G, 125>> (2, 3.259259259259259, False)
D194, G, 49>> (0, 1.1851851851851851, False)
D194, G, 24>> (1, 2.3703703703703702, False)
D194, G, 30>> (1, 1.6296296296296295, False)
D194, G, 116>> (2, 0.4444444444444444, False)
D194, G, 109>> (1, 0.8888888888888888, True)
D194, G, 5>> (1, 1.037037037037037, True)
D194, G, 86>> (1, 0.14814814814814814, False)
D195, E, 96>> (2, 2.2222222222222223, True)
D195, E, 5>> (1, 3.5555555555555554, False)
D195, E, 62>> (1, 0.4444444444444444, False)
D195, E, 116>> (2, 2.962962962962963, False)
D195, E, 125>> (2, 2.814814814814815, False)
D195, E, 16>> (1, 0.14814814814814814, False)
D195, E, 30>> (1, 2.5185185185185186, False)
D195, E, G>> (3, 2.3703703703703702, False)
D195, E, 43>> (2, 1.1851851851851851, False)
D195, E, 71>> (2, 1.4814814814814814, False)
D195, E, C>> (3, 3.7037037037037037, False)
D195, E, F>> (4, 3.111111111111111, False)
D195, E, 86>> (2, 3.259259259259259, False)
D195, E, 24>> (2, 1.9259259259259258, True)
D195, E, 49>> (1, 1.3333333333333333, True)
D195, E, 147>> (2, 3.4074074074074074, False)
D195, E, 109>> (1, 2.6666666666666665, False)
D195, E, E>> (3, 3.8518518518518516, False)
D195, E, 122>> (2, 1.037037037037037, False)
D196, F, 62>> (3, 1.4814814814814814, False)
D196, F, 5>> (1, 0.14814814814814814, False)
D196, F, 24>> (2, 3.111111111111111, False)
D196, F, 116>> (1, 0.2962962962962963, False)
D196, F, 122>> (2, 3.4074074074074074, False)
D196, F, C>> (3, 2.962962962962963, True)
D196, F, E>> (4, 3.7037037037037037, True)
D196, F, 96>> (2, 2.3703703703703702, True)
D196, F, H>> (3, 3.5555555555555554, False)
D196, F, 16>> (2, 1.3333333333333333, False)
D196, F, F>> (4, 3.8518518518518516, True)
D196, F, 125>> (2, 0.8888888888888888, False)
D196, F, 49>> (1, 2.2222222222222223, False)
D196, F, 71>> (1, 3.259259259259259, False)
D196, F, 147>> (3, 1.037037037037037, False)
D196, F, 43>> (0, 0.4444444444444444, True)
D196, F, 109>> (3, 1.9259259259259258, False)
D196, F, 30>> (3, 2.5185185185185186, True)
D197, G, 96>> (2, 2.6666666666666665, False)
D197, G, 86>> (1, 0.2962962962962963, False)
D197, G, 49>> (1, 1.7777777777777777, False)
D197, G, 71>> (1, 0.4444444444444444, False)
D197, G, 109>> (1, 2.2222222222222223, False)
D197, G, 125>> (2, 2.5185185185185186, False)
D197, G, 30>> (1, 1.3333333333333333, True)
D197, G, 147>> (1, 2.962962962962963, False)
D197, G, 116>> (0, 0.7407407407407407, False)
D197, G, H>> (3, 3.4074074074074074, True)
D197, G, 5>> (2, 2.814814814814815, False)
D197, G, F>> (4, 3.7037037037037037, True)
D197, G, G>> (3, 3.8518518518518516, False)
D197, G, 62>> (2, 2.3703703703703702, True)
D197, G, 16>> (2, 2.074074074074074, True)
D197, G, 43>> (1, 0.8888888888888888, True)
D197, G, 122>> (1, 1.037037037037037, True)
D197, G, C>> (3, 3.259259259259259, True)
D197, G, 24>> (1, 1.9259259259259258, False)
D199, D, 5>> (1, 1.4814814814814814, True)
D199, D, E>> (3, 3.4074074074074074, True)
D199, D, 122>> (1, 2.814814814814815, False)
D199, D, D>> (4, 3.8518518518518516, True)
D199, D, 24>> (2, 2.962962962962963, False)
D199, D, 109>> (2, 1.6296296296296295, True)
D199, D, 96>> (1, 2.5185185185185186, False)
D199, D, 116>> (1, 1.7777777777777777, False)
D199, D, 125>> (0, 0.8888888888888888, False)
D199, D, 49>> (3, 3.111111111111111, True)
D199, D, 43>> (2, 2.3703703703703702, True)
D199, D, G>> (3, 3.7037037037037037, False)
D199, D, 147>> (1, 1.1851851851851851, True)
D199, D, 71>> (2, 1.9259259259259258, True)
D199, D, 86>> (2, 0.2962962962962963, False)
D199, D, 30>> (1, 1.3333333333333333, True)
D199, D, F>> (3, 3.259259259259259, True)
D199, D, 62>> (3, 0.4444444444444444, False)
D200, H, 43>> (0, 2.814814814814815, False)
D200, H, 125>> (0, 0.2962962962962963, True)
D200, H, F>> (4, 3.111111111111111, False)
D200, H, H>> (4, 3.8518518518518516, True)
D200, H, 16>> (1, 1.7777777777777777, False)
D200, H, 116>> (0, 0.8888888888888888, False)
D200, H, 5>> (3, 2.074074074074074, False)
D200, H, 109>> (3, 3.4074074074074074, True)
D200, H, 30>> (1, 3.5555555555555554, False)
D200, H, 71>> (0, 2.2222222222222223, False)
D200, H, E>> (4, 2.962962962962963, False)
D200, H, D>> (4, 3.259259259259259, False)
D200, H, 62>> (0, 1.9259259259259258, False)
D200, H, 96>> (0, 0.5925925925925926, False)
D200, H, 49>> (0, 2.5185185185185186, False)
D200, H, 147>> (0, 1.3333333333333333, False)
D200, H, 86>> (0, 0.7407407407407407, False)
D200, H, 122>> (1, 3.7037037037037037, False)
D200, H, 24>> (0, 2.6666666666666665, False)
D201, E, 125>> (3, 1.6296296296296295, False)
D201, E, D>> (3, 3.111111111111111, True)
D201, E, 96>> (2, 1.9259259259259258, True)
D201, E, E>> (3, 3.8518518518518516, False)
D201, E, 71>> (2, 2.6666666666666665, False)
D201, E, 30>> (1, 2.2222222222222223, False)
D201, E, 122>> (2, 2.5185185185185186, False)
D201, E, 62>> (2, 1.037037037037037, False)
D201, E, 49>> (2, 2.074074074074074, True)
D201, E, G>> (4, 2.962962962962963, False)
D201, E, H>> (4, 3.7037037037037037, True)
D201, E, 147>> (2, 1.1851851851851851, False)
D201, E, 86>> (2, 0.5925925925925926, False)
D201, E, 16>> (2, 1.3333333333333333, False)
D201, E, 109>> (2, 1.7777777777777777, True)
D201, E, 5>> (3, 3.5555555555555554, False)
D201, E, 43>> (2, 3.259259259259259, False)
D201, E, 116>> (2, 0.14814814814814814, False)
D202, F, 86>> (0, 1.037037037037037, False)
D202, F, F>> (4, 3.8518518518518516, True)
D202, F, D>> (4, 3.5555555555555554, True)
D202, F, 109>> (1, 2.074074074074074, False)
D202, F, 24>> (3, 3.111111111111111, True)
D202, F, 62>> (2, 1.4814814814814814, False)
D202, F, 147>> (1, 0.8888888888888888, True)
D202, F, 122>> (1, 1.9259259259259258, False)
D202, F, 71>> (2, 2.3703703703703702, True)
D202, F, G>> (4, 3.7037037037037037, True)
D202, F, 43>> (1, 0.14814814814814814, False)
D202, F, 30>> (2, 3.259259259259259, False)
D202, F, 49>> (1, 1.3333333333333333, True)
D202, F, H>> (4, 3.4074074074074074, False)
D202, F, 96>> (1, 0.2962962962962963, False)
D202, F, 125>> (1, 0.7407407407407407, True)
D202, F, 116>> (2, 1.1851851851851851, False)
D202, F, 16>> (2, 2.962962962962963, False)
D202, F, 5>> (1, 0.5925925925925926, True)
D211, G, 116>> (1, 0.4444444444444444, False)
D211, G, 43>> (2, 1.3333333333333333, False)
D211, G, E>> (3, 3.7037037037037037, False)
D211, G, 96>> (1, 3.111111111111111, False)
D211, G, 62>> (2, 2.962962962962963, False)
D211, G, 49>> (2, 2.6666666666666665, False)
D211, G, 125>> (1, 0.8888888888888888, True)
D211, G, 30>> (2, 1.1851851851851851, False)
D211, G, 24>> (1, 2.2222222222222223, False)
D211, G, 16>> (1, 1.037037037037037, True)
D211, G, G>> (3, 3.8518518518518516, False)
D211, G, H>> (2, 2.3703703703703702, True)
D211, G, 109>> (2, 1.9259259259259258, True)
D211, G, 122>> (1, 1.7777777777777777, False)
D211, G, F>> (4, 3.4074074074074074, False)
D211, G, 147>> (2, 3.5555555555555554, False)
D211, G, 71>> (2, 0.7407407407407407, False)
D211, G, 5>> (2, 2.814814814814815, False)

Correct: 303out of 918
